name,cate_1,cate_2,cate_3,dong,lon,lat,cate_mix,naver_keyword,naver_map_url,naver_store_type,naver_star_point,naver_star_point_qty,naver_blog_review_txt,naver_blog_review_qty
홍루이젠,기타 간이,피자,피자  햄버거  샌드위치 및 유사 음식점업,흑석동,37.50880303,126.9614283,기타 간이피자피자  햄버거  샌드위치 및 유사 음식점업,흑석동%20홍루이젠,https://m.place.naver.com/restaurant/1607450476,샌드위치,4.34,362,아이가 좋아해서 가끔 간식으로 삽니다 무인이어도 관리가 잘되서 깨끗합니다  이왕이면 냉장고에 있는걸로 샀어요 일요일에는 기본 샌드위치가 없네요 ㅠㅠ,11
커피온리숭실대점,비알코올 ,카페,커피 전문점,상도1동,37.49512847,126.9566984,비알코올 카페커피 전문점,상도1동%20커피온리숭실대점,https://m.place.naver.com/restaurant/1347082163,카페,4.5,479,아이스는 200추가! 학교앞 자주가는곳 _아용 커피 너무 맛있게 잘 마셨습니다.,3
에버에버에프터,비알코올 ,카페,커피 전문점,상도1동,37.49433522,126.9576819,비알코올 카페커피 전문점,상도1동%20에버에버에프터,https://m.place.naver.com/restaurant/1541979120,카페 디저트,4.63,194,아침에오니까 사장님이 커피 계속 뽑아서 맛보시던데 믿음이가고 향도 넘 조아요 디저트 신메뉴라고해서 먹어봤는데 달달하이 굿  아인슈페너 넘 맛있구 분위기가 좋아요!! 노래도 좋고 대화하기 좋아요!! 사장님도 예쁘시고 주문받는 오빠가 너무 멋있어요 >.< 숭실대 커피맛집??디저트맛집?? 분위기도 넘 좋고 화장실도 깨끗해서 좋았어요!! 숭실대 오면 여기 필수 방문????,33
짚동가리쌩주,주점,요리 주점,기타 주점업,상도1동,37.49467328,126.957191,주점요리 주점기타 주점업,상도1동%20짚동가리쌩주,https://m.place.naver.com/restaurant/12964785,전통 민속주점,4.44,28,안주 맛있고 너무 좋은데 단체 손님이 자주 와서... 정말 상상이상으로 시끄러워요 ㅠㅠ... 대학교 앞이다보니 사장님도 따로 통제를 안 하시고요 ㅠ ㅠ 맛있어요 ㅎㅎ 직원이 친절해요,13
피쉬앤그릴,주점,생맥주 전문,기타 주점업,흑석동,37.50752719,126.9597946,주점생맥주 전문기타 주점업,흑석동%20피쉬앤그릴,https://m.place.naver.com/restaurant/33331515,요리주점,4.61,19,안주가 맛있어요 퐁당리얼파인  해물오뎅탕 미쳐요 너무 맛있었어요 항상 이용하는데 깔끔해요.,5
구백구십구점구,주점,요리 주점,기타 주점업,흑석동,37.50747855,126.9593881,주점요리 주점기타 주점업,흑석동%20구백구십구점구,https://m.place.naver.com/restaurant/1775652147,요리주점,3.5,44,"안주도 술도 너무 맛있어서 올때마다 좋아요 ㅎㅎ 너무 친절하셔요 바지락술찜 시키는 곳마다 너무 짜서 잘 안시키는데 이 집은 이게 메인인지 다른 테이블에서 다 먹고있어서 시켜봤는데 너무 맛있었어요!!
가게 분위기 너무 좋고 음식도 맛있고 직원분들도 친절하시고 최고였습니다 바지락 술찜 진짜맛있어요ㅠ 이거 먹으러 또 가고싶네요",33
미쳐버린파닭,기타 간이,치킨,치킨 전문점,상도1동,37.49456774,126.9605511,기타 간이치킨치킨 전문점,상도1동%20미쳐버린파닭,https://m.place.naver.com/restaurant/31564492,치킨 닭강정,4.45,120,야식으로 시켜먹기 좋아요. 싸고 양도 많고 순살두마리 가격이 다른 치킨 한마리 가격도 안되네요.  배달비가 후덜덜 하네요. 크림양념 매운간장맛 크림은 처음먹어보는데 맛있어요,13
써브웨이숭실대점,기타 간이,버거,피자  햄버거  샌드위치 및 유사 음식점업,상도1동,37.49531538,126.9554179,기타 간이버거피자  햄버거  샌드위치 및 유사 음식점업,상도1동%20써브웨이숭실대점,https://m.place.naver.com/restaurant/31051727,샌드위치,4.61,348,야채 한가득! 건강하고 든든하게 잘 먹었슴당 오늘도 서브웨이 맛있게 잘먹었습니다! 야채도 가득주시고 존맛~!,38
캐빈,주점,생맥주 전문,생맥주 전문점,흑석동,37.50746675,126.9590716,주점생맥주 전문생맥주 전문점,흑석동%20캐빈,https://m.place.naver.com/restaurant/11486740,맥주 호프,4.49,98,양(주)맥(주)는 처음 마셔봤는데 꽃향이 나서 넘 좋았어요!! 원래 맥주를 잘 못 마시는데 저거는 맛있어서 큰 사이즈로 반 잔은 마셨어요ㅎㅎㅎㅎ 내부 넓구 분위기 좋아용 딱 대화하기 좋은 정도 !! 기본안주만으로도 충분해요 ?? 학교 근처 추억의 공간입니다 치킨 맛있었어요,16
상도양꼬치,중식,중국집,중식 음식점업,상도1동,37.50293767,126.948243,중식중국집중식 음식점업,상도1동%20상도양꼬치,https://m.place.naver.com/restaurant/1757004943,양꼬치,4.5,61,양꼬치  양갈비살 양도 많고 맛있었어요! 서비스로 주신 양곰탕도 구수하니 맛있었고 추가로 주문한 꿔바로우도 JMTG__ 소주 시키니까 망치로 쳐서 살얼음 소주로 만들어 주시는 것도 인상적이고 좋았습니다 살얼음소주가 있어서 양꼬치와 함께 시원하게 즐길수 있어요. 양꼬치 냄새 많이 안나구 맛있어요____ 서비스로 양곰탕도 주셨어요. 양꼬치에 빠질수 없는 쯔란  참깨가루  큐민을 넉넉하게 주셔서 부족함없이 먹었네요. 토마토계란볶음이랑 함께 먹으니 부드럽게 술술 조합이 매우좋았어요 흔하지 않은 생양꼬치 맛,14
미가,중식,중국집,중식 음식점업,상도1동,37.49466341,126.954036,중식중국집중식 음식점업,상도1동%20미가,https://m.place.naver.com/restaurant/485210664,양꼬치,4.64,165,양꼬치도 맛있는데 요리가 다양하고 맛있어서 너무 좋았어요 마라탕도 마라탕만 전문으로 하는 집보다 더 맛있어요 재료도 많고?? 후기 보고 꼭 먹고 싶었던 가지볶음도 시키고 숙주 서비스까지 나오니까 완전 배불  ?? 배 빵빵먹고 남은 건 포장~!ㅋㅋㅋ 잡내 때문에 양고기를 접하기 힘들었던 초보자들이나 향신료에 거부감이 있는 분들도 만족하고 먹을 수 있는 곳 ?깔끔하고 신선한 재료와 알찬 구성의 메뉴들로 양꼬치와 꿔바로우  온면    다양한 요리를 맘껏 즐길 수 있는 양꼬치 맛집! 지하철에서 1분 거리에 있어 접근성도 굿굿~!! 벌써 7번은 온 것 같네요.. 카레양꼬치 잡내도 없고 가지볶음이랑 건두부무침 너무 맛있어요! 이번엔 꿔바로우는 안시켰지만 그거도 맛있습니당 다 맛있어요ㅎㅎ,87
정정아식당,한식,백반/한정식,한식 일반 음식점업,상도1동,37.50467559,126.9511592,한식백반 한정식한식 일반 음식점업,상도1동%20정정아식당,https://m.place.naver.com/restaurant/1361419318,닭볶음탕,4.55,194,양도 넉넉하고 반찬이랑 닭볶음탕 다 맛있어요?????? 정정아 식당 처음 가봤는데 매장 무척 청결하고 넓어서 단체 회식하기 너무 좋을 것 같다는 생각이 들었어요 :) 닭볶음탕 국물 양이 많아서 술안주로 너무 좋을 것 같고  양도 많은데 학교 근처 식당이라 그런지 가격도 비교적 저렴했습니다! 사장님도 엄청 친절하시고 밑반찬도 너무 맛있어서 기분 좋게 밥 먹고 갔습니다!! 점심 특선 메뉴도 있던데 나중에 점심 메뉴도 먹으러 올게요!?? 가격에 비해 양도 많고 맛있었어요!! 닭볶음탕 짱 맛! 주인분도 넘넘 친절하셔서 더 편하게 맛있게 먹고 왔습니다! 넘 좋았어요!,22
만선회수산,한식,횟집,한식 해산물 요리 전문점,흑석동,37.50797362,126.9603539,한식횟집한식 해산물 요리 전문점,흑석동%20만선회수산,https://m.place.naver.com/restaurant/18710062,생선회,4.3,119,양도 많고. 반찬도 4가지 정도 정갈하게 나오고  맛도 좋습니다. 좀 비싼 느낌이 있습니다만은.  알탕이 싱싱해. ㄱㄱㅑ 맛있어요~~,8
밀짚모자,한식,백반/한정식,한식 일반 음식점업,상도1동,37.50443603,126.9505632,한식백반 한정식한식 일반 음식점업,상도1동%20밀짚모자,https://m.place.naver.com/restaurant/1612859497,전 빈대떡,4.55,305,양도 진짜 많고 튀김이 진짜 실하고엄청 커요    게다가 엄청 바삭바삭? 맥주랑 먹으면 진짜 최고에오???? 떡볶이도 매콤한 게 살짝 느끼하다 싶을때 먹어주면 너무 맛있고ㅠㅠ 튀김 제일 작은 거 시켰는데도 양도 엄청 많고 진짜 맛있어요 튀김이나 전 먹고싶으면 와야하눈 곳? 얼큰전골.모듬전한바구니 먹었는데 너무 맛있었어요 밀짚모자 튀김은 언제나 최고에요 .... 이모 또 갈게요..??,90
푸드딜리버리,한식,백반/한정식,한식 일반 음식점업,상도1동,37.50156035,126.9483867,한식백반 한정식한식 일반 음식점업,상도1동%20푸드딜리버리,https://m.place.naver.com/restaurant/1491244405,분식,4.45,580,어른입맛에 맞네요. 굳 매운까르보나라파스타 떡볶이 첨 먹어보는데 적당히 매콤하고 맛있어요 ????????,9
박군하누,한식,돼지고기 구이/찜,한식 육류 요리 전문점,흑석동,37.50848048,126.9616364,한식돼지고기 구이 찜한식 육류 요리 전문점,흑석동%20박군하누,https://m.place.naver.com/restaurant/1289215422,소고기구이,4.81,226,어린 아이와 함께 온 젊은 부부 와인을 가져와 콜키지프리를 즐기는 모습이 아름다운 한우 고기집! 등심을 주문했더니 알등심에 새우살  덧살이 나왔네요. 선홍색 고기 사이사이 ?띠처럼 하얀 라인이 고루 분포되어 있는 예쁜 마블링을 자랑하는 투뿔 등심! ?센불에 노릇하게 구웠더니 부드러운 식감에 진한 육향과 함께 육즙이 입속을 적시는 풍성한 고기 맛에 그대로 녹아들고 말았습니다. 중앙대 맛집 박군하누?? 중앙대 근처에서 1++ 한우 고기집을 찾으신다면  완전 추천! 단체 회식하기도 좋은 곳이에요! 사장님과 직원 분이 친절하세요 :) 부모님과 함께 방문했는데  부모님도 만족하고 저도 만족했던 찐 맛집  고기집 박군하누입니다. 1++ 특수부위 한우  고기 퀄리티도 좋은데 연탄불에 구워먹으니 더 맛있어요. 직원분이 직접 구워주셔서 편하게 먹을 수 있어요. 된장짜글이도 밥알이 고슬고슬하고  된장도 직접 담근것처럼 구수하고 깊은 맛이 나요! 한우라면은 연탄불 위에 올려 주시기 때문에 계속 따뜻하게 먹을 수 있어서 좋아요. 라면 안에 한우 고기도 가득 들어있고  라면 정말 잘 끓이시더라구요 ㅎㅎ! 맛있는 한우 드시고  된장짜글이에 한우라면까지 드셔보세요! 밑반찬도 모두 맛있어요! 친구추천으로 방문했는데요  가성비 좋고 너무 맛있어서 배부르게 잘 먹고왔어요!?? 사장님도 넘나 친절하시고 좋았어요!!,214
천냥노가리,주점,요리 주점,기타 주점업,상도1동,37.50016581,126.9516634,주점요리 주점기타 주점업,상도1동%20천냥노가리,https://m.place.naver.com/restaurant/1100371750,맥주 호프,4.38,46,언니네 집 부근이라 1차 한후 가볍게가서 2차하기 좋은곳... 가격도 넘 저렴하고 노가리를 좋아해서 좋아요^^ 쏘쏘 노가리도맛나고 먹태도맛나네요 가볍게 매주한잔하기좋아요,14
슬로우캘리,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,흑석동,37.50849731,126.9615004,기타 간이김밥 만두 분식김밥 및 기타 간이 음식점업,흑석동%20슬로우캘리,https://m.place.naver.com/restaurant/1563267518,다이어트 샐러드,4.71,117,언제나 늘 맛있고 사장님 친절하시고 영양밸런스 완벽한 건강식단 너무너무 좋아요??????? 와사비랜치연어+토마토스프 그릭요거트 올려먹는게 요즘 나의 소울푸드 중 하나??  지나면 또 생각나는 슬로우 캘리♥ 흑석에 산다면 꼭 가봐야할곳 건강한 맛있음! 블랙페퍼 치킨보울은 단짠 후추맛이네용 양도 많고 맛있어요 흑석역 제일 맛집!! 진짜 안질리고요... 포케를 다른곳에서도 먹어봤지만 한 번 정도 클린식 먹기 괜찮다 정도로 느꼈는데 이렇게 매일 먹어도 안질리다니.. 두부포케가 특히 안질리고 담백하고 가장 맛있는 것 같아요 오늘도 잘먹겠습니다,34
구루구루,비알코올 ,카페,기타 비알코올 음료점업,흑석동,37.50727627,126.9650801,비알코올 카페기타 비알코올 음료점업,흑석동%20구루구루,https://m.place.naver.com/restaurant/1071265383,카페 디저트,4.3,107,"얼그레이 그래놀라는 다른 곳에서는 잘 못봤는데 집 근처에 파는 곳이 있어서 너무 좋아요!_ 용기 퀄리티도 좋아서 먹고 남겨도 들고다닐 수 있고요. 특히 그릭요거트가 정말 정 말 맛있어요 살면서 먹어본 그릭요거트 중에 제일 맛있었어요!!! 요거트 용량도 다양해서 먹을 만큼만 사기도 좋고 가격도 합리적인 것 같습니다.
흑석동 오시면 꼭 꼭 사가세요____ 동네 우연히 지나가다 들렀는데 사장님이 친절하세요! 샌드위치 내용물이 어마어마해요 맛있고 양도 많고 종류도 다양했어요 메뉴가 다양해서 하나씩 도전해보는 재미가 있을것같네요 다양한 맛을 즉석에서 만들어주셔용",66
청대문,한식,횟집,한식 해산물 요리 전문점,흑석동,37.50772831,126.9642256,한식횟집한식 해산물 요리 전문점,흑석동%20청대문,https://m.place.naver.com/restaurant/37548017,한식,4.49,160,엄마 집밥 생각날 때마다 가는 곳이에요 반찬종류도 많고 깔끔하고 맛있어요 이모님도 친절하셔서 더 편하게 맛있게 먹을 수 있어요 마지막에 주시는 누룽지가?? 우리 엄마도 꼭 누룽지물 주시거든요ㅋㅋ  한강에서 운동하고 찾아간 식당! 반찬도 많이 나오고 김치찌개랑 고등어구이 시켰는데 둘 다 너무 맛있었어요~ 고등어구이 완전 촉촉 구이에 포함인지 작은 된장찌개도 나왔어요! 마지막으로 누룽지도 조금 주시더라고요?? 누룽지 좋아해서 아주 잘 먹었습니당 한식 먹고싶은 분들께 완전 추천?? 흑석동 맛있는 밥집이에요 반찬 가짓수도 많고 신선하고 맛있어요 사장님이 손도 빠르시고 친절하세요 흑석동 사시면 꼭 방문해보세요.,12
가성비,비알코올 ,카페,커피 전문점,상도1동,37.49546204,126.9546808,비알코올 카페커피 전문점,상도1동%20가성비,https://m.place.naver.com/restaurant/1174354001,카페 디저트,4.29,55,"엄마랑 방문해서 푸짐하게 먹고 왔습니다 ㅎㅎ! 궁금했던 아이리쉬 커피는 너무 맛있어서 디저트보다 먼저 해치워버렸어요 ____ 감자튀김도 정말 바삭하고 기름도 깨끗해서 감자 본연의 맛이었어요 !! 그리고 양도 엄청 많았습니다 !! __ 꼭 재방문하고 싶은 매장이에요 __ 산처럼 쌓여서 나오는 홍콩와플  비주얼은 물론이고 너무 맛있었어요 __ 바삭바삭 달콤한 와플에 브라운치즈 조합은 솔직히 말해모해 맛없없 아니냐구욧.. 아이리쉬커피도 신기해서 마셔봤는데 맛이
생각보다 좋아서 신나게 마셨습니당 ㅎㅎ 동작구 유일한 카페앤펍 ! 위스키랑 커피의 조합 처음보는데 넘 신기한 커피에요 ㅎㅎㅎ 게다가 음료 종류도 많아서 넘 좋구 재방문 필수에요!!!! 아이스크림치즈와플도 감동이였어요   양이 혜자 ㅋㅋㅋㅋ 진짜맛있어요!!!!!! 이거 평생 만들어주세오 ㅠㅠ 남자친구네 근처라서 자주갈게욥 ㅋㅋㅋㅋ",1
